id_venta,fecha_venta,id_empleado,antiguedad_vendedor,id_cliente,nombre_cliente,email_cliente,genero_cliente,edad_cliente,ciudad_cliente,region_cliente,canal_venta,producto,categoria_producto,precio_unitario,cantidad,descuento_pct
213,2023-08-13,36,5,187,Luis Díaz,sin_email,,-5,Antofagasta,Antofagasta,Tienda,Perfume,Tecnología,-1000,-1,1.5
214,2023-05-06,84,1,346,,sin_email,Mujer,,,Araucanía,CallCenter,Maquillaje,Tecnología,750000,100,-0.2
215,2023-05-10,68,50,144,Ana Rojas,user@gmail.com,X,45,Talca,Araucanía,Tienda,Perfume,Electrohogar,-1000,1,
216,2023-02-22,7,2,262,Luis Díaz,user@gmail.com,Mujer,25,,Araucanía,Tienda,Perfume,Tecnología,99999999,3,
217,2023-06-21,54,10,441,,user@gmail.com,Otro,45,Talca,Araucanía,App,Perfume,Electrohogar,15000,0,
218,2023-08-06,1,1,364,Carlos Soto,sin_email,X,45,Talca,Antofagasta,CallCenter,Perfume,,35000,-1,0.05
219,2023-06-09,44,5,491,Juan Pérez,cliente@mail.cl,X,35,Temuco,Metropolitana,App,,,750000,2,1.5
220,2023-07-17,45,1,431,Juan Pérez,user@gmail.com,Mujer,-5,Santiago,,Web,Perfume,,750000,1,0.1
221,2023-09-04,47,50,239,Ana Rojas,,X,35,Valparaíso,Araucanía,Web,Notebook,Belleza,35000,0,0.5
222,2023-11-20,13,2,304,Juan Pérez,user@gmail.com,Mujer,150,,Antofagasta,App,Maquillaje,Tecnología,750000,3,0.05
223,2023-07-22,22,-1,298,,sin_email,Mujer,45,Valparaíso,,Tienda,Maquillaje,Belleza,750000,2,0.05
224,2023-07-03,21,10,76,Luis Díaz,,,,Santiago,Metropolitana,CallCenter,Notebook,,-1000,1,
225,2023-05-03,86,2,188,,user@gmail.com,Otro,25,Talca,Araucanía,App,Lavadora,,-1000,-1,0.5
226,2023-09-12,92,0,333,Ana Rojas,user@gmail.com,Hombre,,Temuco,,Web,Lavadora,Electrohogar,35000,2,
227,2023-10-21,9,10,388,Carlos Soto,,Otro,45,Temuco,Araucanía,App,Maquillaje,,15000,100,0.05
228,2023-10-07,26,2,487,María González,sin_email,,-5,,Biobío,Tienda,Notebook,,99999999,2,0.1
229,2023-11-21,9,5,246,María González,cliente@mail.cl,Hombre,,Temuco,,Web,,,99999999,0,
230,2023-04-08,15,10,130,Luis Díaz,sin_email,Otro,35,Valparaíso,Metropolitana,,Maquillaje,,750000,1,
231,2023-07-17,10,10,474,Carlos Soto,,Mujer,25,Antofagasta,Araucanía,App,Maquillaje,Belleza,15000,0,
232,2023-08-28,88,1,315,Juan Pérez,,Otro,45,Talca,Biobío,CallCenter,Lavadora,,35000,0,0.05
233,2023-05-24,42,5,411,,,,60,Antofagasta,,App,Perfume,Tecnología,35000,3,0.1
234,2023-04-07,72,0,283,Luis Díaz,user@gmail.com,,-5,Temuco,,Web,Notebook,,-1000,-1,0.5
235,2023-07-20,24,-1,79,,sin_email,,-5,Valparaíso,Antofagasta,App,Perfume,Belleza,750000,2,0
236,2023-05-04,80,50,72,Carlos Soto,user@gmail.com,,60,Antofagasta,Araucanía,CallCenter,Perfume,,700000,1,0.5
237,2023-07-06,49,2,263,,user@gmail.com,,,Valparaíso,Biobío,App,Notebook,Belleza,35000,100,0.1
238,2023-11-22,26,1,191,,cliente@mail.cl,Mujer,45,Antofagasta,,Tienda,,Tecnología,750000,-1,-0.2
239,2023-12-15,91,2,367,Carlos Soto,sin_email,Hombre,-5,Temuco,,Tienda,Lavadora,Electrohogar,15000,-1,
240,2023-09-16,37,0,375,María González,correo@,Mujer,25,Valparaíso,Metropolitana,App,Maquillaje,,-1000,1,0.5
241,2023-05-28,68,0,430,María González,correo@,Hombre,45,Antofagasta,,Tienda,Lavadora,Electrohogar,99999999,-1,-0.2
242,2023-09-09,50,10,63,Carlos Soto,cliente@mail.cl,,45,Temuco,Metropolitana,Web,Notebook,Tecnología,15000,3,-0.2
243,2023-12-12,24,50,488,Carlos Soto,cliente@mail.cl,,35,Valparaíso,Metropolitana,Web,,Electrohogar,35000,-1,0.1
244,2023-05-27,19,0,380,Juan Pérez,sin_email,Hombre,-5,,,CallCenter,Notebook,Electrohogar,35000,3,0.1
245,2023-05-28,60,2,12,Juan Pérez,user@gmail.com,X,-5,Temuco,Araucanía,App,,Tecnología,15000,2,
246,2023-12-18,39,5,141,Ana Rojas,user@gmail.com,,60,Temuco,Biobío,Web,Perfume,Tecnología,35000,2,0
247,2023-07-18,74,5,254,Ana Rojas,sin_email,Mujer,35,,,App,Lavadora,Belleza,750000,0,1.5
248,2023-11-04,89,10,43,Ana Rojas,cliente@mail.cl,Mujer,,Talca,,Web,Lavadora,Electrohogar,35000,3,0.05
249,2023-05-08,18,-1,17,Ana Rojas,user@gmail.com,Mujer,150,Santiago,,,Perfume,Tecnología,-1000,100,0.5
250,2023-02-08,19,2,63,Ana Rojas,correo@,Otro,,Santiago,Metropolitana,App,Perfume,,750000,2,0.1
251,2023-12-04,36,2,253,Carlos Soto,,Otro,,Temuco,Araucanía,App,Notebook,Belleza,700000,-1,0.5
252,2023-12-26,74,0,465,Juan Pérez,sin_email,,35,Valparaíso,Metropolitana,CallCenter,Lavadora,,35000,1,1.5
253,2023-05-09,97,50,376,Luis Díaz,correo@,Otro,-5,Talca,Araucanía,,Lavadora,,35000,1,1.5
254,2023-09-24,55,2,292,Juan Pérez,correo@,X,45,Temuco,,CallCenter,Lavadora,Tecnología,-1000,3,
255,2023-05-31,69,1,469,Luis Díaz,user@gmail.com,Hombre,35,Temuco,,Tienda,Lavadora,Belleza,-1000,100,-0.2
256,2023-10-25,47,-1,8,Ana Rojas,sin_email,Otro,60,Temuco,Metropolitana,CallCenter,Maquillaje,,99999999,0,
257,2023-04-09,49,0,325,María González,sin_email,Mujer,35,,Antofagasta,Tienda,Lavadora,Tecnología,15000,-1,0.05
258,2023-09-20,99,1,90,Juan Pérez,sin_email,Hombre,60,,,,Notebook,,15000,3,0
259,2023-09-09,98,10,208,Luis Díaz,user@gmail.com,Mujer,,Antofagasta,Metropolitana,CallCenter,Lavadora,Belleza,15000,1,0.5
260,2023-05-24,33,5,292,Luis Díaz,sin_email,X,150,Antofagasta,Araucanía,Web,Perfume,Belleza,-1000,3,0.05
261,2023-12-12,21,10,284,María González,user@gmail.com,X,35,Valparaíso,Biobío,Web,Lavadora,,15000,-1,0
262,2023-04-22,81,5,118,Juan Pérez,sin_email,Otro,60,Temuco,Araucanía,Web,,Belleza,15000,100,0.5
263,2023-03-01,22,10,349,Luis Díaz,cliente@mail.cl,,35,Temuco,Araucanía,App,,,700000,100,0.05
264,2023-01-02,48,2,175,Carlos Soto,,,150,Talca,Antofagasta,Web,Lavadora,Tecnología,15000,2,0.1
265,2023-10-31,37,1,76,,sin_email,,,Temuco,Araucanía,,Lavadora,Electrohogar,35000,-1,0.5
266,2023-09-11,15,5,101,Ana Rojas,cliente@mail.cl,,35,Santiago,Biobío,,,Electrohogar,99999999,2,0.05
267,2023-05-20,35,0,414,Juan Pérez,sin_email,Hombre,25,,Antofagasta,CallCenter,Lavadora,Tecnología,-1000,2,1.5
268,2023-02-06,92,1,151,Carlos Soto,correo@,Otro,60,Antofagasta,Metropolitana,Web,Maquillaje,Belleza,750000,2,0
269,2023-06-09,71,0,400,María González,,Hombre,150,Talca,,App,,Electrohogar,99999999,3,0.05
270,2023-01-09,32,1,270,Carlos Soto,sin_email,,60,Valparaíso,Antofagasta,Tienda,Notebook,Electrohogar,700000,1,0.1
271,2023-08-21,11,1,458,Luis Díaz,sin_email,,60,Temuco,,Tienda,Perfume,,-1000,100,
272,2023-04-09,10,10,71,Carlos Soto,cliente@mail.cl,Otro,18,Temuco,Biobío,Web,Maquillaje,,-1000,3,0.5
273,2023-05-27,73,5,493,Luis Díaz,cliente@mail.cl,,150,Santiago,Biobío,CallCenter,Maquillaje,,35000,1,0.5
274,2023-10-31,78,5,180,Ana Rojas,user@gmail.com,Otro,35,Antofagasta,,App,Notebook,Electrohogar,99999999,100,0.5
275,2023-07-27,77,50,124,Carlos Soto,user@gmail.com,,60,,,CallCenter,Perfume,,99999999,-1,0.1
276,2023-05-11,57,1,381,Carlos Soto,,X,-5,Temuco,,Web,Perfume,,15000,100,0
277,2023-06-01,25,2,293,Luis Díaz,sin_email,,18,,Araucanía,App,Perfume,,35000,100,0.5
278,2023-02-23,2,2,285,María González,correo@,,25,Santiago,Antofagasta,CallCenter,Perfume,Electrohogar,15000,100,0
279,2023-04-30,64,0,195,Carlos Soto,correo@,,60,Temuco,Antofagasta,Tienda,Maquillaje,Electrohogar,15000,0,0.05
280,2023-06-10,35,0,399,,,Hombre,,Valparaíso,Metropolitana,App,Notebook,,-1000,-1,1.5
281,2023-04-26,7,10,228,Ana Rojas,correo@,Mujer,60,Antofagasta,,Tienda,Lavadora,Belleza,99999999,3,1.5
282,2023-03-16,85,1,431,Ana Rojas,sin_email,Hombre,18,Valparaíso,,CallCenter,Notebook,Tecnología,15000,3,0
283,2023-04-23,18,0,430,María González,cliente@mail.cl,X,35,Valparaíso,,Tienda,,Electrohogar,700000,1,0
284,2023-04-14,67,0,436,,cliente@mail.cl,X,-5,Santiago,,Web,Lavadora,Belleza,700000,3,1.5
285,2023-12-06,42,-1,275,Luis Díaz,sin_email,Otro,,Antofagasta,Biobío,Web,Notebook,Tecnología,99999999,2,0.5
286,2023-09-11,39,1,461,Ana Rojas,sin_email,Hombre,25,Valparaíso,Antofagasta,Tienda,Lavadora,Tecnología,700000,100,-0.2
287,2023-08-15,41,10,106,María González,,,,Valparaíso,,Web,Maquillaje,Belleza,-1000,3,-0.2
288,2023-04-22,75,0,21,Ana Rojas,user@gmail.com,Mujer,60,Santiago,Araucanía,Tienda,Perfume,,35000,1,0.1
289,2023-04-09,24,10,64,,correo@,X,35,Valparaíso,Antofagasta,App,Maquillaje,Tecnología,750000,1,
290,2023-06-02,60,5,165,María González,cliente@mail.cl,Otro,150,Talca,Araucanía,App,Lavadora,Belleza,15000,2,1.5
291,2023-12-15,46,10,27,Ana Rojas,,Hombre,-5,Temuco,Antofagasta,Web,Perfume,Electrohogar,750000,1,1.5
292,2023-12-04,19,2,311,Carlos Soto,sin_email,Hombre,150,Valparaíso,Antofagasta,Web,Lavadora,,35000,0,0.1
293,2023-07-13,68,2,285,Juan Pérez,correo@,Otro,-5,Temuco,Araucanía,App,Notebook,Belleza,35000,100,-0.2
294,2023-11-06,90,10,148,María González,user@gmail.com,,25,Talca,Araucanía,Web,Lavadora,Tecnología,-1000,100,0.05
295,2023-06-12,42,2,281,,,,45,Santiago,Metropolitana,App,Maquillaje,,700000,100,0.5
296,2023-07-27,32,5,326,Luis Díaz,,Hombre,-5,Antofagasta,Antofagasta,Tienda,Lavadora,,700000,-1,0.5
297,2023-06-18,39,1,319,Luis Díaz,sin_email,Hombre,45,Valparaíso,Antofagasta,Tienda,Notebook,,35000,3,0.05
298,2023-06-10,36,2,164,Juan Pérez,cliente@mail.cl,,150,Valparaíso,,Web,Lavadora,Tecnología,-1000,0,0.05
299,2023-03-09,97,2,386,Luis Díaz,user@gmail.com,X,-5,Antofagasta,,,Notebook,,-1000,3,-0.2
300,2023-10-16,36,10,406,Luis Díaz,cliente@mail.cl,Otro,25,Santiago,Antofagasta,Tienda,Notebook,Tecnología,99999999,0,0.1
301,2023-10-04,3,5,224,Juan Pérez,sin_email,X,18,Talca,Araucanía,,Lavadora,,15000,3,0.05
302,2023-10-31,73,50,272,Luis Díaz,correo@,Otro,25,Talca,,App,Lavadora,Tecnología,700000,2,0.1
303,2023-05-15,8,50,146,Ana Rojas,user@gmail.com,X,25,Talca,,App,Notebook,Electrohogar,35000,1,
304,2023-07-14,97,50,453,Carlos Soto,,X,18,Talca,Antofagasta,Tienda,Maquillaje,Electrohogar,99999999,1,0
305,2023-05-08,70,50,438,María González,sin_email,Hombre,18,Talca,Antofagasta,App,,Tecnología,750000,2,0.5
306,2023-02-02,41,1,356,Luis Díaz,user@gmail.com,Mujer,35,Temuco,Antofagasta,Web,Notebook,Tecnología,700000,0,-0.2
307,2023-06-25,68,10,30,María González,cliente@mail.cl,,-5,Valparaíso,,CallCenter,Maquillaje,Electrohogar,15000,-1,0.5
308,2023-01-22,13,10,45,Carlos Soto,,,150,Santiago,,Web,Perfume,Tecnología,-1000,0,-0.2
309,2023-08-26,49,-1,275,Ana Rojas,user@gmail.com,X,35,Temuco,Araucanía,Web,Lavadora,Belleza,35000,1,0
310,2023-06-07,60,5,471,Juan Pérez,sin_email,Hombre,18,Antofagasta,,App,Maquillaje,Tecnología,700000,-1,0.5
311,2023-02-07,2,50,34,Luis Díaz,user@gmail.com,Mujer,45,Antofagasta,,Tienda,Perfume,Belleza,750000,3,0
312,2023-08-18,60,1,141,María González,sin_email,Mujer,150,Santiago,Metropolitana,CallCenter,,,15000,-1,-0.2
313,2023-12-31,5,5,427,María González,sin_email,Mujer,45,Antofagasta,Metropolitana,Web,Maquillaje,,15000,0,0.05
314,2023-02-20,44,50,318,Carlos Soto,,Hombre,25,Antofagasta,Biobío,Web,Maquillaje,,99999999,2,
315,2023-09-21,27,1,374,Carlos Soto,sin_email,Hombre,60,Antofagasta,Metropolitana,Web,Lavadora,Electrohogar,700000,3,0.5
316,2023-10-10,32,5,221,María González,sin_email,X,25,Antofagasta,Biobío,Web,Lavadora,,750000,0,0
317,2023-01-27,21,10,356,Juan Pérez,cliente@mail.cl,Hombre,25,Antofagasta,Antofagasta,Web,Notebook,Tecnología,15000,3,1.5
318,2023-08-14,8,10,22,Carlos Soto,sin_email,Otro,60,Antofagasta,Araucanía,Web,Perfume,Belleza,35000,-1,0.5
319,2023-10-04,72,0,180,María González,cliente@mail.cl,,-5,Santiago,,Web,,Belleza,15000,1,0.5
320,2023-10-13,50,2,436,Luis Díaz,user@gmail.com,X,18,Antofagasta,Biobío,,Perfume,,750000,0,0.5
321,2023-04-07,67,50,367,María González,cliente@mail.cl,Hombre,45,Temuco,,Tienda,Lavadora,Electrohogar,-1000,2,0.1
322,2023-10-11,44,-1,420,Juan Pérez,user@gmail.com,,25,Temuco,Antofagasta,App,,Electrohogar,-1000,-1,0
323,2023-11-13,58,5,329,Juan Pérez,user@gmail.com,X,60,Antofagasta,,Web,Lavadora,,99999999,0,0
324,2023-10-31,3,-1,231,María González,cliente@mail.cl,Otro,35,Antofagasta,Metropolitana,CallCenter,Lavadora,Tecnología,700000,2,0.5
325,2023-05-27,86,0,499,Luis Díaz,correo@,Otro,25,Valparaíso,Biobío,CallCenter,Maquillaje,Electrohogar,750000,0,0.05
326,2023-01-04,70,2,403,Carlos Soto,sin_email,Otro,45,Santiago,Antofagasta,Web,Perfume,Electrohogar,99999999,-1,0.5
327,2023-02-04,2,5,38,Carlos Soto,correo@,X,18,Temuco,,Tienda,,Electrohogar,15000,0,0.1
328,2023-07-11,87,1,70,,sin_email,Otro,25,Santiago,Biobío,Web,Lavadora,,15000,3,-0.2
329,2023-02-18,44,50,116,Luis Díaz,,Otro,25,Temuco,Metropolitana,Web,Notebook,Belleza,-1000,-1,0.1
330,2023-01-17,2,2,239,Luis Díaz,user@gmail.com,X,-5,Santiago,Antofagasta,CallCenter,Lavadora,Belleza,99999999,0,0.05
331,2023-06-21,81,10,335,Juan Pérez,correo@,,,,Araucanía,App,Perfume,,-1000,1,0.5
332,2023-08-08,35,0,441,Ana Rojas,cliente@mail.cl,Hombre,60,Antofagasta,,App,Lavadora,Electrohogar,35000,0,0
333,2023-06-07,98,2,148,Carlos Soto,user@gmail.com,Otro,35,Santiago,Araucanía,App,Notebook,,-1000,3,
334,2023-02-15,87,50,9,Carlos Soto,sin_email,X,35,Santiago,Antofagasta,App,Perfume,Electrohogar,35000,2,1.5
335,2023-01-06,30,2,288,Juan Pérez,user@gmail.com,,150,Talca,Biobío,Web,Maquillaje,Electrohogar,15000,2,0.5
336,2023-04-09,8,50,388,Juan Pérez,cliente@mail.cl,Otro,18,Antofagasta,,App,Lavadora,,99999999,2,0.05
337,2023-08-21,22,10,50,Carlos Soto,sin_email,X,150,Valparaíso,Metropolitana,Web,Notebook,Belleza,35000,1,0
338,2023-02-06,44,5,338,Carlos Soto,user@gmail.com,Hombre,45,Talca,Araucanía,Web,Maquillaje,Tecnología,99999999,3,0.1
339,2023-10-07,58,1,5,Ana Rojas,sin_email,Otro,18,Antofagasta,Biobío,CallCenter,Maquillaje,,99999999,-1,-0.2
340,2023-12-15,36,10,404,Juan Pérez,,Otro,25,Santiago,,,Lavadora,Electrohogar,35000,2,-0.2
341,2023-10-29,69,1,343,Luis Díaz,correo@,,,Santiago,Antofagasta,Tienda,Perfume,Belleza,700000,3,
342,2023-06-30,77,5,126,Luis Díaz,correo@,X,25,,Araucanía,Web,Perfume,Electrohogar,-1000,0,0.5
343,2023-04-05,93,2,75,María González,user@gmail.com,Otro,35,Temuco,Metropolitana,App,,Electrohogar,35000,1,0.1
344,2023-04-09,31,1,165,Juan Pérez,cliente@mail.cl,X,45,Temuco,Biobío,Web,Perfume,Electrohogar,15000,3,
345,2023-07-07,47,0,278,Luis Díaz,cliente@mail.cl,,60,Santiago,Araucanía,CallCenter,Notebook,Belleza,99999999,3,1.5
346,2023-04-26,55,0,442,Carlos Soto,cliente@mail.cl,Otro,45,Valparaíso,Antofagasta,CallCenter,Lavadora,,750000,-1,1.5
347,2023-07-10,80,50,324,Carlos Soto,sin_email,Otro,25,Antofagasta,Araucanía,Web,Maquillaje,,35000,3,
348,2023-09-10,62,10,477,Juan Pérez,correo@,,60,Santiago,Araucanía,Web,Lavadora,,-1000,-1,0.05
349,2023-06-10,30,5,300,Luis Díaz,cliente@mail.cl,,45,Talca,Biobío,CallCenter,Lavadora,Belleza,99999999,1,-0.2
350,2023-09-13,55,50,290,,cliente@mail.cl,Otro,,Antofagasta,Araucanía,Tienda,Lavadora,Tecnología,700000,1,0.1
351,2023-11-19,16,10,77,María González,sin_email,,,Temuco,,Tienda,Lavadora,Tecnología,15000,0,0.5
352,2023-05-08,12,10,298,Luis Díaz,sin_email,Otro,45,Santiago,Metropolitana,Tienda,Lavadora,,700000,-1,0
353,2023-01-18,17,50,137,Juan Pérez,correo@,Otro,60,Santiago,,Web,Notebook,Belleza,750000,-1,0.5
354,2023-10-08,16,-1,106,María González,cliente@mail.cl,X,25,Talca,Metropolitana,CallCenter,Notebook,,35000,2,0.5
355,2023-08-11,12,10,95,Ana Rojas,cliente@mail.cl,Hombre,45,Temuco,Biobío,,Perfume,Electrohogar,99999999,2,0.1
356,2023-02-23,8,-1,135,Carlos Soto,sin_email,Otro,60,Santiago,,CallCenter,Maquillaje,Tecnología,35000,0,-0.2
357,2023-02-27,84,0,68,Juan Pérez,user@gmail.com,Otro,-5,Temuco,,Tienda,Lavadora,Belleza,-1000,1,0.1
358,2023-11-19,3,0,147,Carlos Soto,user@gmail.com,X,,Valparaíso,Araucanía,Tienda,Maquillaje,Tecnología,35000,100,0
359,2023-12-26,16,10,490,Ana Rojas,correo@,,-5,Santiago,Antofagasta,Tienda,Lavadora,,15000,2,
360,2023-06-23,30,0,478,María González,correo@,,25,,Biobío,App,Notebook,Belleza,750000,3,0.1
361,2023-10-07,23,5,159,María González,user@gmail.com,,60,Temuco,Metropolitana,App,Perfume,,700000,1,0.05
362,2023-04-24,92,-1,384,Luis Díaz,correo@,,-5,Temuco,,CallCenter,Maquillaje,,750000,100,0.5
363,2023-10-15,5,-1,163,,user@gmail.com,X,60,,,App,Lavadora,,99999999,3,-0.2
364,2023-12-08,84,10,441,Carlos Soto,sin_email,Otro,45,,,App,,Electrohogar,35000,-1,1.5
365,2023-05-31,65,0,341,,,Hombre,25,Santiago,Metropolitana,Web,Maquillaje,Electrohogar,99999999,1,0
366,2023-05-07,30,1,189,,user@gmail.com,,-5,Antofagasta,,CallCenter,Lavadora,,700000,0,1.5
367,2023-06-04,21,50,415,Ana Rojas,sin_email,,150,Talca,Antofagasta,Tienda,Perfume,Belleza,99999999,-1,0.5
368,2023-09-30,84,50,339,María González,user@gmail.com,X,45,Valparaíso,Antofagasta,Web,Perfume,Electrohogar,-1000,-1,0.1
369,2023-04-14,70,-1,95,Luis Díaz,correo@,X,,Temuco,Biobío,CallCenter,Notebook,,750000,3,1.5
370,2023-10-26,22,10,181,Carlos Soto,sin_email,Otro,150,Antofagasta,Antofagasta,Tienda,Perfume,Tecnología,700000,-1,0.05
371,2023-09-03,82,10,288,Carlos Soto,sin_email,Hombre,150,Temuco,Biobío,CallCenter,,Belleza,700000,2,0.1
372,2023-06-25,72,5,322,María González,cliente@mail.cl,,18,Valparaíso,Biobío,,Maquillaje,Electrohogar,700000,1,0.5
373,2023-02-08,32,2,187,Luis Díaz,correo@,Hombre,18,Talca,Metropolitana,Web,Maquillaje,,15000,2,1.5
374,2023-06-19,33,2,372,Carlos Soto,,Otro,25,Valparaíso,Biobío,CallCenter,Maquillaje,Electrohogar,750000,3,
375,2023-09-04,16,-1,138,Ana Rojas,cliente@mail.cl,,-5,Temuco,Metropolitana,CallCenter,Notebook,Belleza,99999999,100,0
376,2023-01-26,76,50,130,Ana Rojas,user@gmail.com,Hombre,-5,Talca,,Web,Notebook,Belleza,700000,3,1.5
377,2023-12-21,38,5,194,Carlos Soto,cliente@mail.cl,X,-5,Temuco,Araucanía,App,Maquillaje,,750000,1,
378,2023-11-02,98,5,316,María González,,Hombre,60,Valparaíso,,App,Lavadora,,700000,-1,
379,2023-01-13,14,5,472,Juan Pérez,cliente@mail.cl,Mujer,45,Talca,Metropolitana,CallCenter,Lavadora,,-1000,0,1.5
380,2023-11-12,36,-1,273,Juan Pérez,correo@,Hombre,-5,Talca,Biobío,Tienda,Maquillaje,Electrohogar,-1000,3,-0.2
381,2023-11-09,97,2,352,Luis Díaz,user@gmail.com,Mujer,45,Santiago,Metropolitana,CallCenter,,Belleza,-1000,1,1.5
382,2023-02-05,23,50,144,María González,sin_email,X,25,Valparaíso,,Tienda,Maquillaje,Belleza,35000,0,0.5
383,2023-06-22,66,5,16,María González,cliente@mail.cl,,150,Talca,Biobío,Tienda,Maquillaje,Electrohogar,700000,-1,
384,2023-01-20,85,50,302,,cliente@mail.cl,,-5,Talca,Antofagasta,Tienda,Perfume,Belleza,35000,100,0
385,2023-11-17,2,0,423,Luis Díaz,sin_email,Hombre,25,Valparaíso,Araucanía,,Perfume,Electrohogar,750000,3,0.5
386,2023-09-21,91,10,245,Juan Pérez,,,-5,Antofagasta,,Tienda,Notebook,Belleza,35000,100,0.05
387,2023-05-22,73,10,415,María González,cliente@mail.cl,Hombre,18,Santiago,Araucanía,Web,,,750000,1,0.1
388,2023-05-23,65,50,107,Carlos Soto,correo@,X,35,Talca,Antofagasta,Tienda,Maquillaje,,750000,100,1.5
389,2023-04-02,75,1,88,Juan Pérez,user@gmail.com,Mujer,25,,Biobío,App,Maquillaje,Tecnología,750000,100,-0.2
390,2023-12-20,67,1,129,Luis Díaz,sin_email,Hombre,-5,Temuco,,,Perfume,,99999999,1,0
391,2023-11-18,52,-1,395,,user@gmail.com,Hombre,,Talca,Araucanía,App,Lavadora,,35000,1,-0.2
392,2023-10-15,62,-1,375,Juan Pérez,,Otro,35,Valparaíso,Metropolitana,Web,,,99999999,3,-0.2
393,2023-08-03,23,10,341,Carlos Soto,cliente@mail.cl,X,25,Temuco,,,Maquillaje,Belleza,700000,100,-0.2
394,2023-12-08,26,0,4,Ana Rojas,sin_email,,,Temuco,,,Perfume,,35000,0,1.5
395,2023-02-20,68,2,327,Juan Pérez,,Hombre,,Talca,Metropolitana,CallCenter,Maquillaje,Tecnología,700000,1,0
396,2023-06-02,82,2,410,María González,sin_email,X,60,Temuco,,App,Lavadora,Belleza,700000,-1,0
397,2023-07-05,55,-1,367,Juan Pérez,sin_email,X,,Santiago,Biobío,CallCenter,Perfume,Belleza,750000,100,
398,2023-03-04,6,0,306,Juan Pérez,sin_email,Hombre,-5,Santiago,Metropolitana,App,Lavadora,Tecnología,35000,1,-0.2
399,2023-07-09,35,-1,396,Carlos Soto,correo@,Hombre,60,Santiago,,Tienda,Maquillaje,,700000,0,
400,2023-05-05,22,2,95,Juan Pérez,sin_email,,18,Temuco,,CallCenter,Maquillaje,Tecnología,-1000,3,
401,2023-05-30,43,50,209,Juan Pérez,correo@,X,-5,Antofagasta,Antofagasta,CallCenter,Perfume,Electrohogar,700000,100,0.1
402,2023-11-10,15,-1,225,María González,cliente@mail.cl,,150,Antofagasta,Metropolitana,Web,Notebook,,-1000,1,1.5
403,2023-02-27,86,5,459,Juan Pérez,user@gmail.com,Hombre,,Antofagasta,Araucanía,CallCenter,Lavadora,,35000,1,1.5
404,2023-12-08,60,50,348,Luis Díaz,cliente@mail.cl,Otro,18,Temuco,Metropolitana,CallCenter,Perfume,Belleza,99999999,-1,0.5
405,2023-11-01,12,-1,480,Luis Díaz,cliente@mail.cl,Otro,35,,Araucanía,CallCenter,Perfume,Tecnología,35000,-1,
406,2023-06-29,49,10,321,Carlos Soto,sin_email,Hombre,25,Talca,Antofagasta,Tienda,,Tecnología,99999999,100,1.5
407,2023-06-19,42,-1,47,Carlos Soto,user@gmail.com,Hombre,,Temuco,,,Notebook,Belleza,99999999,1,-0.2
408,2023-11-22,38,10,476,Ana Rojas,cliente@mail.cl,X,45,,Araucanía,Web,Perfume,Belleza,35000,100,0.05
409,2023-09-28,82,0,181,Juan Pérez,,,18,,Antofagasta,App,Lavadora,Electrohogar,700000,1,-0.2
410,2023-02-23,45,2,106,Juan Pérez,sin_email,Mujer,45,Santiago,Metropolitana,Tienda,Maquillaje,Tecnología,15000,-1,0
411,2023-04-11,35,50,199,Juan Pérez,sin_email,,,,Biobío,Web,Notebook,Electrohogar,700000,0,1.5
412,2023-09-21,30,50,386,Carlos Soto,user@gmail.com,,45,Temuco,Araucanía,CallCenter,Maquillaje,Electrohogar,700000,2,1.5
413,2023-02-22,88,1,106,Juan Pérez,user@gmail.com,Mujer,,Santiago,,App,Perfume,Electrohogar,750000,2,0.5
414,2023-03-01,30,1,280,,user@gmail.com,X,25,Santiago,Antofagasta,Web,,Belleza,750000,1,
415,2023-04-18,78,2,260,Carlos Soto,cliente@mail.cl,,35,Santiago,,App,Maquillaje,,700000,-1,0.05
416,2023-01-05,6,1,108,Luis Díaz,sin_email,X,25,Temuco,Antofagasta,Web,Notebook,Electrohogar,-1000,3,1.5
417,2023-04-13,67,50,19,María González,correo@,Otro,-5,Temuco,Antofagasta,App,Perfume,Tecnología,99999999,3,0.5
418,2023-07-15,80,-1,410,María González,sin_email,,18,Antofagasta,Antofagasta,CallCenter,,Electrohogar,750000,2,0.5
419,2023-09-19,7,0,459,Juan Pérez,sin_email,Mujer,45,Talca,,App,Notebook,,700000,0,0.05
420,2023-12-31,52,0,296,Carlos Soto,sin_email,X,25,Santiago,Metropolitana,Web,Lavadora,Tecnología,15000,2,-0.2
421,2023-12-16,14,2,306,Carlos Soto,correo@,Mujer,,,Metropolitana,Tienda,Notebook,Belleza,-1000,1,-0.2
422,2023-02-16,73,1,171,Juan Pérez,user@gmail.com,X,25,Talca,Araucanía,App,,,35000,0,-0.2
423,2023-12-21,15,-1,331,Ana Rojas,,Otro,25,Antofagasta,Araucanía,CallCenter,,Tecnología,700000,3,0.1
424,2023-11-07,21,0,493,Luis Díaz,cliente@mail.cl,Mujer,18,Talca,,App,Notebook,Electrohogar,700000,-1,
425,2023-11-04,35,0,195,Ana Rojas,,Otro,35,,Antofagasta,Tienda,Perfume,Tecnología,99999999,-1,
426,2023-05-24,66,5,12,María González,user@gmail.com,Otro,150,Talca,,Web,,Belleza,-1000,1,-0.2
